tên file,transcript,duration
FPTOpenSpeechData_Set002_V0.1_003949.mp3,"Mặc dù đang vào vụ sản xuất bánh , kẹo , mứt .",4.176
FPTOpenSpeechData_Set002_V0.1_001014.mp3,"Tất nhiên , những người này không thuộc một nhóm đồng nhất .",5.616
FPTOpenSpeechData_Set002_V0.1_001118.mp3,bạn có thể chỉ đường cho tôi trên bản đồ không,5.976
FPTOpenSpeechData_Set002_V0.1_001241.mp3,"Những người đứng tuổi hay suy nghĩ , nên mới đau dạ dày .",4.896
FPTOpenSpeechData_Set002_V0.1_008558.mp3,"Riêng với Android, do đây là nền tảng mở nên sẽ dễ dàng hơn.",4.416
FPTOpenSpeechData_Set002_V0.1_000041.mp3,vội hít hà bóc gỡ cho vào mồm nhai ngấu nghiến,3.744
FPTOpenSpeechData_Set002_V0.1_011072.mp3,"Ôi đĩa xúc xích kia nhìn được , nhưng biết đâu sắp có món giá trị hơn .",5.376
FPTOpenSpeechData_Set002_V0.1_009490.mp3,anh làm ơn đổi cái này lấy đô la mỹ được không,4.176
FPTOpenSpeechData_Set002_V0.1_010157.mp3,"Những trục trặc trong công việc , tài chính , rắc rối với gia đình .",3.648
FPTOpenSpeechData_Set002_V0.1_009918.mp3,"Trước giải phóng , ở đây là khu đất khá cằn cỗi .",4.248
FPTOpenSpeechData_Set002_V0.1_006841.mp3,"Tuy nhiên , nạn nhân đã không thể qua khỏi .",3.744
FPTOpenSpeechData_Set002_V0.1_008273.mp3,"Chắc chắn là ta sẽ đi rồi, Hannibal cam đoan.",3.936
FPTOpenSpeechData_Set002_V0.1_001196.mp3,"Hồi còn nhỏ , chuyện gì nó cũng líu lo kể với mẹ .",6.504
FPTOpenSpeechData_Set001_V0.1_003826.mp3,bạn có thể viết một bản tường trình về sự cố đối với tài sản không,3.79298
FPTOpenSpeechData_Set001_V0.1_008308.mp3,yêu ai bạn thường muốn anh ta ngay lập tức,4.44098
FPTOpenSpeechData_Set002_V0.1_007630.mp3,"Trong ngày hôm qua , tôi mới chỉ bán được hai cây .",4.224
FPTOpenSpeechData_Set002_V0.1_002462.mp3,Bộ phim mới nhất mà Depp tham gia có tên Public Enemies.,4.248
FPTOpenSpeechData_Set001_V0.1_006978.mp3,từ đấy ông càng thông cảm sâu sắc tâm trạng của nguyễn thiếp,6.14498
FPTOpenSpeechData_Set002_V0.1_009256.mp3,"Xứ lạ quê người , anh Thắng làm đủ nghề để sống .",3.672
FPTOpenSpeechData_Set002_V0.1_010139.mp3,có một cuôc thi chơi của đôị bốn mươi chín cuối tuần này không,5.376
FPTOpenSpeechData_Set001_V0.1_003883.mp3,tùng lan dừng lại ở top mười lăm hoa hậu châu á thái bình dương,5.11298
FPTOpenSpeechData_Set001_V0.1_004012.mp3,tìm thấy công thức làm bia ở vùng trung đông cổ đại,3.69698
FPTOpenSpeechData_Set002_V0.1_000144.mp3,Trào lưu kinh doanh mỹ phẩm tự làm,4.056
FPTOpenSpeechData_Set001_V0.1_012961.mp3,tất cả đã khiến MU yếu đi và kém cạnh tranh trên mọi mặt trận,6.19298
FPTOpenSpeechData_Set002_V0.1_008621.mp3,"Với tôi , làm việc cũng giống như ăn , ngủ và hít thở khí trời .",4.44
FPTOpenSpeechData_Set001_V0.1_001679.mp3,hoàng linh khá tinh ranh trong việc nhận quà,4.36898
FPTOpenSpeechData_Set001_V0.1_011121.mp3,hãy đến nước mỹ bất cứ lúc nào tôi sẽ luôn chờ được gặp anh,4.22498
FPTOpenSpeechData_Set002_V0.1_000596.mp3,"Đó là trình độ mà tôi muốn trở lại , bằng cách tập luyện chăm chỉ .",5.856
FPTOpenSpeechData_Set002_V0.1_009935.mp3,"Cô đã nghiên cứu rất kỹ ở nhà , thậm chí có gọi điện hỏi trước khi mua .",4.632
FPTOpenSpeechData_Set001_V0.1_005282.mp3,mỗi người một thứ tiếng sự bất đồng về ngôn ngữ thật lắm phiền toái bất tiện vô cùng,6.33698
FPTOpenSpeechData_Set001_V0.1_007832.mp3,bà hoàng thị bích hà -N cư dân sống tại đây cho hay,4.82498
FPTOpenSpeechData_Set001_V0.1_001181.mp3,những đám mây nhìn từ đây trông có vẻ rất đẹp,4.10498
FPTOpenSpeechData_Set002_V0.1_009655.mp3,"Trong ngày hôm qua , tôi mới chỉ bán được hai cây .",3.744
FPTOpenSpeechData_Set001_V0.1_006972.mp3,nụ hôn của họ dịu dàng và nồng ấm tưởng như không bao giờ tách rời,4.00898
FPTOpenSpeechData_Set002_V0.1_006698.mp3,"Các bàn thắng do Lâm Hải Đăng , Lê Chí Thanh và Tuấn Anh ghi .",3.984
FPTOpenSpeechData_Set002_V0.1_009898.mp3,làm ơn cho tôi xuống ở khách sạn hilton,3.816
FPTOpenSpeechData_Set002_V0.1_006099.mp3,"Trong cơn giông cần đề phòng có tố , lốc và gió giật mạnh .",6.144
FPTOpenSpeechData_Set002_V0.1_008571.mp3,Nàng tuột cái váy khỏi hai vai của Shelly và đẩy cô bé nằm ra ghế.,6.192
FPTOpenSpeechData_Set002_V0.1_009528.mp3,"Cách đây ít hôm , tôi có đi máy bay tới Đà Nẵng .",3.984
FPTOpenSpeechData_Set001_V0.1_007743.mp3,thiết kế lệch vai cùng phần vải voan bay bổng buông rủ bổ sung nét duyên dáng,6.74498
FPTOpenSpeechData_Set002_V0.1_001637.mp3,"Ngồi trên ghế , dù trái tim nhói đau , tôi vẫn mỉm cười .",4.344
FPTOpenSpeechData_Set002_V0.1_005487.mp3,"Nhiều ngày trôi qua , bóng dáng hắn vẫn bặt tăm .",3.744
FPTOpenSpeechData_Set001_V0.1_009125.mp3,lo lắng hay những vụn vặt gom nhặt rồi gửi lại hết thảy theo tờ lịch cũ,6.26498
FPTOpenSpeechData_Set001_V0.1_003820.mp3,nhiều bệnh có thể gây ra đau bụng buồn nôn và nôn,4.17698
FPTOpenSpeechData_Set002_V0.1_003507.mp3,"Vì cô biết , lỗi đầu tiên là từ chính bản thân .",4.44
FPTOpenSpeechData_Set002_V0.1_008537.mp3,Inter dưới thời Benitez là một Inter bạc nhược thiếu sức sống.,4.776
FPTOpenSpeechData_Set002_V0.1_000369.mp3,Dấu ấn Condom Huyền thoại Louis De Funès,4.285
FPTOpenSpeechData_Set001_V0.1_005311.mp3,những hàng rào gỗ ảnh hưởng tới cảnh quan,4.03298
FPTOpenSpeechData_Set002_V0.1_002850.mp3,"Trong vòng 25 năm, hệ thống đèn compact sẽ tiêu thụ tổng cộng 100.",5.352
FPTOpenSpeechData_Set001_V0.1_001322.mp3,em sẽ giữ đứa bé dù anh không quan tâm gì tới em,4.63298
FPTOpenSpeechData_Set002_V0.1_011566.mp3,Cú đánh đầu của Koscielny làm sân vận động bùng nổ.,4.464
FPTOpenSpeechData_Set001_V0.1_011520.mp3,cá cơm phú quốc có nguy cơ bị hủy diệt,4.41698
FPTOpenSpeechData_Set002_V0.1_002929.mp3,"Mỗi năm có hàng trăm thứ phải quyên góp , ủng hộ đã đủ mệt mỏi lắm rồi .",4.08
FPTOpenSpeechData_Set002_V0.1_010421.mp3,"Trong khi đó , ngân hàng là đơn vị kinh doanh tiền , nên không dám mạo hiểm .",5.424
FPTOpenSpeechData_Set002_V0.1_004107.mp3,"Nhiều hộ gia đình bỏ nghề , làm các việc khác mưu sinh .",4.992
FPTOpenSpeechData_Set002_V0.1_006719.mp3,anh có thể làm giúp tôi một việc được không,3.696
FPTOpenSpeechData_Set002_V0.1_009574.mp3,"Theo giá thị trường , nói như vậy mông lung quá .",4.104
FPTOpenSpeechData_Set002_V0.1_009883.mp3,"Bởi với cơ chế hành chính chủ quản , đi kèm là quyền lực lớn , lợi ích lớn .",5.664
FPTOpenSpeechData_Set001_V0.1_001953.mp3,viên chức hành chính đã làm một bản tường trình đúng về vụ khiếu nại,4.00898
FPTOpenSpeechData_Set002_V0.1_006150.mp3,"Có nhiều cách để bạn đạt được mong muốn , và cách sử dụng màu .",3.696
FPTOpenSpeechData_Set002_V0.1_009280.mp3,"Bộ đựng tiêu tinh tế , sang trọng gồm có cả máy xay , lọ .",5.592
FPTOpenSpeechData_Set002_V0.1_008958.mp3,"Nơi đây suốt đêm lẫn ngày , tiếng chim cò rộn rã .",3.84
FPTOpenSpeechData_Set002_V0.1_010124.mp3,"Nhất là khi màn hình phụ khá bé , không giúp giải quyết được vấn đề gì .",4.896
FPTOpenSpeechData_Set001_V0.1_002732.mp3,anh nói điều này bằng tiếng đức như thế nào,4.10498
FPTOpenSpeechData_Set002_V0.1_002704.mp3,"Cho thịt bò vào lá tía tô , cuốn chặt tay , dùng que xiên , xiên đều .",4.248
FPTOpenSpeechData_Set001_V0.1_007290.mp3,nhưng nghĩ mình là con nhà có giáo dục mình không thể bỏ đi,6.38498
FPTOpenSpeechData_Set001_V0.1_009258.mp3,"vâng , nhưng anh ấy nghĩ chụp hình chung với người lạ thì hơi kỳ",3.88898
FPTOpenSpeechData_Set002_V0.1_003450.mp3,"Theo như giải thích trên , nghĩa là sự kiện vẫn sẽ diễn ra .",5.52
FPTOpenSpeechData_Set002_V0.1_002006.mp3,"Học viên có ý tưởng , kịch bản được dịp nhận góp ý đáng giá .",4.584
FPTOpenSpeechData_Set002_V0.1_002642.mp3,"Thời tiết Hà Nội trong trẻo , se lạnh , rất đúng chất thu .",4.248
FPTOpenSpeechData_Set002_V0.1_000682.mp3,"Tuy nhiên , việc thuyết phục con đồng ý không đơn giản .",3.864
FPTOpenSpeechData_Set001_V0.1_000333.mp3,Trường là người rất có kỷ luật nhưng làm việc hơi cẩu thả một chút,4.80098
FPTOpenSpeechData_Set002_V0.1_004784.mp3,"Họ có quyền hưởng những gì sung sướng nhất , đẹp nhất .",6.048
FPTOpenSpeechData_Set001_V0.1_002176.mp3,hành hạ cả đêm anh ta bỏ mặc vợ rồi đi ngủ,3.79298
FPTOpenSpeechData_Set002_V0.1_009947.mp3,"Tất nhiên là chiến thắng đầu tay cho Đức , đội vẫn được xem là mạnh nhất bảng .",4.2
FPTOpenSpeechData_Set002_V0.1_009554.mp3,làm ơn đánh thức tôi lúc tám giờ sáng nhé,3.624
FPTOpenSpeechData_Set002_V0.1_005495.mp3,"Nhắc đến ba , Thành luôn nói với giọng đầy tự hào , trìu mến .",4.224
FPTOpenSpeechData_Set001_V0.1_003795.mp3,xin lỗi cô ấy nhận ra rằng cô ấy đã đén trễ hai tiếng,3.76898
FPTOpenSpeechData_Set002_V0.1_008086.mp3,Đột phá và dứt điểm quyết đoán trong vòng vây của hậu vệ Argentina.,5.328
FPTOpenSpeechData_Set001_V0.1_005687.mp3,không bêu diếu người khác cũng không ngồi lê đôi mách,3.60098
FPTOpenSpeechData_Set001_V0.1_005436.mp3,Sỹ Cường có nhiệm vụ canh cửa bên ngoài,4.77698
FPTOpenSpeechData_Set002_V0.1_006795.mp3,"Tuy nhiên , chỉ đến phiên tòa phúc thẩm này , Hồng mới nhận tội .",5.376
FPTOpenSpeechData_Set002_V0.1_010400.mp3,"Rồi tôi đến các ủy ban xã , Mặt trận Tổ quốc , các đoàn thể nhờ tìm .",5.544
FPTOpenSpeechData_Set002_V0.1_004062.mp3,"Tuy nhiên tại các cửa hàng bán buôn , bán lẻ .",5.304
FPTOpenSpeechData_Set001_V0.1_007682.mp3,bên cạnh đó quá trình đô thị hóa ở hà nội quá nhanh,4.56098
FPTOpenSpeechData_Set002_V0.1_006826.mp3,"Xấu hổ cộng với chán nản , anh chồng tự tử luôn .",5.136
FPTOpenSpeechData_Set001_V0.1_002213.mp3,quí vị có thay đổi gì quan trọng trong cách sống không,4.72898
FPTOpenSpeechData_Set002_V0.1_002118.mp3,Bà muốn nói là nhân viên của tôi kỳ thị Caroline chầm chậm gật đầu.,4.632
FPTOpenSpeechData_Set002_V0.1_003086.mp3,"Đây là một hồ kín , không có nguồn nước trao đổi ra vào .",4.992
FPTOpenSpeechData_Set002_V0.1_003629.mp3,"Họ đã giúp tôi hiểu rằng , tiền không là tất cả .",3.984
FPTOpenSpeechData_Set001_V0.1_012447.mp3,mà ông trồng nơi tôi thường leo lên ngồi suốt buổi,3.91298
FPTOpenSpeechData_Set001_V0.1_005818.mp3,anh cũng có thể đón cái này anh phải đổi ở đường bốn mươi bốn,4.22498
FPTOpenSpeechData_Set002_V0.1_006570.mp3,"Nam Bộ , nhiều mây , có mưa rào và dông vài nơi .",6.336
FPTOpenSpeechData_Set002_V0.1_007940.mp3,"Nhưng chẳng lẽ đi phát thiếp mời , cùng trong công ty lại người có người không .",4.248
FPTOpenSpeechData_Set001_V0.1_005854.mp3,ngữ pháp tiếng Trung viết trên ngôn ngữ tiếng Anh,3.88898
FPTOpenSpeechData_Set001_V0.1_006378.mp3,việc sao nhãng nông nghiệp đã tạo ra áp lực to lớn với người nông dân,5.32898
FPTOpenSpeechData_Set002_V0.1_003703.mp3,"Trước chị rất hay qua đó , nghe nhiều , thấy nhiều nên cũng hiểu nhiều hơn .",5.664
FPTOpenSpeechData_Set002_V0.1_004024.mp3,"Thế nhưng , thù lao cho giám thị lại không cao .",5.544
FPTOpenSpeechData_Set001_V0.1_007550.mp3,tìm được các nhà tình báo giúp đỡ công tác an ninh hình sự,3.81698
FPTOpenSpeechData_Set002_V0.1_004365.mp3,"Miếng thịt quá to khiến ông nghẹn , khó thở .",4.608
FPTOpenSpeechData_Set002_V0.1_007132.mp3,"Đó là suy nghĩ của mỗi người , tôi không thể điều khiển hay ngăn cấm .",6.648
FPTOpenSpeechData_Set002_V0.1_005482.mp3,"Có người thương , có người ghét , cũng có người vừa thương vừa ghét .",4.464
FPTOpenSpeechData_Set002_V0.1_008012.mp3,Các nhà lãnh đạo của trang web này nhận thấy tầm ảnh hưởng của nó đã thay đổi.,4.416
FPTOpenSpeechData_Set002_V0.1_007672.mp3,từ đây tới sân bay bằng taxi thì mất bao lâu,3.936
FPTOpenSpeechData_Set001_V0.1_002400.mp3,những đứa trẻ số phận đau khổ thường khác người,4.22498
FPTOpenSpeechData_Set001_V0.1_009269.mp3,lễ cưới sẽ được tổ chức tại thánh đường ma tin vào thứ bảy tới,3.69698
FPTOpenSpeechData_Set002_V0.1_004261.mp3,tôi phải dùng những viên thuốc này bao nhiêu lần một ngày,5.64
FPTOpenSpeechData_Set002_V0.1_009030.mp3,"Tôi ngã ở đâu , tôi sẽ đứng dậy từ đấy .",4.776
FPTOpenSpeechData_Set002_V0.1_000251.mp3,Thế là chỉ có mình Hoa tiếp khách không ngờ bị chồng \r\n và la lối om sòm lên khi bắt quả tang,5.088
FPTOpenSpeechData_Set002_V0.1_010913.mp3,"Với diễn biến này , chính sách bình ổn sẽ gặp nhiều khó khăn .",4.104
FPTOpenSpeechData_Set001_V0.1_000628.mp3,kinh tế mỹ tiếp tục lún sâu thêm vào khủng hoảng,4.12898
FPTOpenSpeechData_Set002_V0.1_003187.mp3,"Mặt khác , các mặt hàng như thịt gà , bò , heo .",5.352
FPTOpenSpeechData_Set001_V0.1_013244.mp3,trong trường hợp đó phải có sai sót ở đồng hồ tính tiền,4.03298
FPTOpenSpeechData_Set002_V0.1_008218.mp3,"Cuối cùng thì tôi lại mang tiếng , sinh nhật con mà cũng quên .",5.664
FPTOpenSpeechData_Set001_V0.1_013914.mp3,phấn hoa cà phê dính vào chân và cánh ong mật được truyền tới các hoa khác dễ dàng hơn,5.30498
FPTOpenSpeechData_Set002_V0.1_003530.mp3,"Ông Nguyễn Duy Lượng , Phó Chủ tịch Hội Nông dân Việt Nam .",4.488
FPTOpenSpeechData_Set001_V0.1_008109.mp3,cha mẹ cần có kỹ năng phương pháp giáo dục nhân bản,3.88898
FPTOpenSpeechData_Set002_V0.1_005309.mp3,"Trong thời gian tại ngoại , An đã bỏ trốn .",3.744
FPTOpenSpeechData_Set002_V0.1_003597.mp3,"Trên bản cao cấp hơn , một đồng hồ vòng tua máy gắn bên cạnh .",5.904
FPTOpenSpeechData_Set001_V0.1_004050.mp3,thì tôi cũng chưa biết chéo chẹo chèo cheo là thế nào,4.10498
FPTOpenSpeechData_Set002_V0.1_010796.mp3,"Bên cạnh đó , phải nghiên cứu nó chịu sự quy luật nào .",4.104
FPTOpenSpeechData_Set002_V0.1_003590.mp3,"Thích hỏi những câu hỏi tại sao , sao lại thế .",3.624
FPTOpenSpeechData_Set001_V0.1_008906.mp3,ông cũng kêu gọi chính phủ cần phải thử máu cho tất cả,4.53698
FPTOpenSpeechData_Set001_V0.1_004767.mp3,nó sẽ giảm thiểu sự căng thẳng cho cả hai,4.20098
FPTOpenSpeechData_Set001_V0.1_005824.mp3,tốp này bị bắt tốp khác lại tới,4.17698
FPTOpenSpeechData_Set002_V0.1_000599.mp3,"Nhóm lâm tặc không chịu buông tha , vẫn ở dưới chân núi bao vây .",4.536
FPTOpenSpeechData_Set002_V0.1_011056.mp3,"Một đêm mưa dầm , tôi xách túi với vài bộ quần áo , ít tiền ra đi .",4.584
FPTOpenSpeechData_Set002_V0.1_009492.mp3,"Việc bức xúc , bác sĩ cũng giống mọi người .",3.816
FPTOpenSpeechData_Set002_V0.1_000366.mp3,Tạm ngừng khai quật di chỉ Lùng Leng ở Kon Tum,3.973
FPTOpenSpeechData_Set002_V0.1_005738.mp3,"Nó càng bé , nền kinh tế càng hiệu quả , đất nước càng hiện đại .",4.344
FPTOpenSpeechData_Set002_V0.1_010638.mp3,"Hãy quan tâm chăm sóc da , dưỡng ẩm cho da hàng ngày .",4.224
FPTOpenSpeechData_Set002_V0.1_009482.mp3,"Không bị choáng váng , xây xẩm mặt mày , Không gây tiêu chảy .",3.936
FPTOpenSpeechData_Set002_V0.1_004548.mp3,buổi ăn trưa có cộng vô giá tiền này không,6.024
FPTOpenSpeechData_Set002_V0.1_000373.mp3,hít khói thuốc lá mệt mỏi căng thẳng khi đang mang bầu,4.573
FPTOpenSpeechData_Set001_V0.1_005489.mp3,cháu khỏe không lai li hy vọng các bạn sẽ thấy vui ở đây,3.96098
FPTOpenSpeechData_Set001_V0.1_005690.mp3,cũng tròn trặn tỏa rộng ra che mát cho người,3.67298
FPTOpenSpeechData_Set002_V0.1_008654.mp3,"Tôi cầm chiếc bóp đựng tiền như một đại gia, bên trong kẹp máy quay phim mini.",4.68
FPTOpenSpeechData_Set002_V0.1_010070.mp3,"Ông thuộc từng tên liệt sĩ , quê quán , năm tháng hy sinh của họ .",6.36
FPTOpenSpeechData_Set002_V0.1_008209.mp3,"Bỏ vè che mưa luôn Bac, Audi không chơi vè.",5.544
FPTOpenSpeechData_Set002_V0.1_009889.mp3,"Mẹ anh ấy là biết , nhưng bỏ qua cho em tất cả .",4.704
FPTOpenSpeechData_Set002_V0.1_002325.mp3,"Khách đến mua hàng thường chỉ hỏi giá , thấy vừa túi tiền thì mua .",4.176
FPTOpenSpeechData_Set001_V0.1_006680.mp3,cô nói cần thêm thời gian dành cho bản thân,3.93698
FPTOpenSpeechData_Set001_V0.1_004885.mp3,nhanh chóng trả lời ngay,3.69698
FPTOpenSpeechData_Set002_V0.1_004173.mp3,"Cha tù tội mẹ lại đi bước nữa , nó bỗng chốc thành kẻ bơ vơ .",6.072
FPTOpenSpeechData_Set002_V0.1_004606.mp3,"Bất cứ ai cũng muốn được người tử tế , tốt tính đến xông đất nhà mình .",5.976
FPTOpenSpeechData_Set002_V0.1_009804.mp3,"Đặc biệt , đầu tư vẫn còn dàn trải , chưa tương ứng với khả năng huy động vốn .",6.264
FPTOpenSpeechData_Set002_V0.1_001261.mp3,"Điều này không có gì bất thường , không quá lo lắng .",4.344
FPTOpenSpeechData_Set002_V0.1_004404.mp3,"Tôi mang chai rượu về , đến biếu ông chú rể .",4.008
FPTOpenSpeechData_Set002_V0.1_000302.mp3,Một nghìn Kilômét khám phá miền Tây cùng D-Nax,3.973
FPTOpenSpeechData_Set002_V0.1_004890.mp3,"Nhận được lệnh ra Bắc , ông vội thu xếp lên đường .",5.136
FPTOpenSpeechData_Set002_V0.1_008125.mp3,"Tôi nói cô tạm thời đừng làm gì , để tôi suy nghĩ cách giải quyết .",4.824
FPTOpenSpeechData_Set002_V0.1_003101.mp3,"Râu anh đen , rậm , xoắn và mọc rất tự nhiên .",4.176
FPTOpenSpeechData_Set002_V0.1_009365.mp3,"Nó cần nhiều hơn thế , nhiều hơn rất nhiều .",3.816
FPTOpenSpeechData_Set002_V0.1_009934.mp3,"Và thật không ngờ , Châu đã đoạt Huy chương vàng .",3.696
FPTOpenSpeechData_Set002_V0.1_006315.mp3,"Đối với loại đất do Nhà nước giao , đa số giá đất bằng giá công bố .",4.104
FPTOpenSpeechData_Set001_V0.1_008197.mp3,sau hồi mải mê để thỏa mãn thú tính êm giật mình khi phát hiện chị mai đã chết,5.30498
FPTOpenSpeechData_Set001_V0.1_003700.mp3,tuy vậy năng khiếu nghệ thuật của bạn có thể lôi kéo bạn ra khỏi niềm đam mê ăn uống,5.95298
FPTOpenSpeechData_Set002_V0.1_009798.mp3,"Nhìn cảnh vợ chồng bạn như vậy , tôi thấy mình tội lỗi vô cùng .",4.464
FPTOpenSpeechData_Set002_V0.1_010735.mp3,"Tuy nhiên , Kỳ thu vào nhiều nhưng chi ra cũng lớn .",4.944
FPTOpenSpeechData_Set002_V0.1_006926.mp3,"Ông nội vẫn là người tôi yêu quý , tôn thờ .",4.056
FPTOpenSpeechData_Set002_V0.1_006677.mp3,tôi đặt trước khách sạn của bạn vào tối nay,3.864
FPTOpenSpeechData_Set001_V0.1_012450.mp3,tôi đã đặt phòng đối diện biển,3.67298
FPTOpenSpeechData_Set001_V0.1_001164.mp3,sau trận đấu khoảng nửa giờ rất đông khán giả vẫn nán lại trên các khán đài trên sân chi lăng để la ó đội chủ nhà,5.04098
FPTOpenSpeechData_Set002_V0.1_005820.mp3,"Tôi đã khóc , tại sao lại lôi tôi vào chuyện này .",3.936
FPTOpenSpeechData_Set002_V0.1_005316.mp3,"Mãi đến sau khi chương trình kết thúc , anh mới biết được phản ứng của người bạn .",4.416
FPTOpenSpeechData_Set002_V0.1_007479.mp3,"Mỗi chúng ta đón Tết , là có tấm vé để trở về .",6.72
FPTOpenSpeechData_Set002_V0.1_008979.mp3,"Ngoài ra , y còn yêu cầu thêm thức ăn .",3.912
FPTOpenSpeechData_Set002_V0.1_001512.mp3,"Và thay vì là chiếc cúp vàng , họ tranh nhau tấm vé vào bán kết .",4.896
FPTOpenSpeechData_Set002_V0.1_001983.mp3,"Bệnh thường có những đợt kịch phát , tái phát nhiều lần .",5.016
FPTOpenSpeechData_Set002_V0.1_007400.mp3,"Biển đậu , hạt sen cùng với gạo nấu thành cháo .",6.768
FPTOpenSpeechData_Set001_V0.1_010891.mp3,chưa phê chuẩn lệnh bắt tạm giam chín bị can vụ tai nạn tàu lửa trên cầu Ghềnh,6.40898
FPTOpenSpeechData_Set002_V0.1_004482.mp3,"Sợ ý xấu bị lộ , Hẻo vội cầm đoạn cây đánh người phụ nữ .",4.848
FPTOpenSpeechData_Set002_V0.1_008133.mp3,Mỹ có rất nhiều những hình này tại Area 51 ở bang Nevada .,6.096
FPTOpenSpeechData_Set002_V0.1_000066.mp3,-N con đường từ thị trấn khâm đức vào phước chánh mịt mùng với những dốc cao hun hút,6.65438
FPTOpenSpeechData_Set002_V0.1_011098.mp3,"Nhưng anh là người biết , sao anh không nhắc nhở cô ấy ?",3.696
FPTOpenSpeechData_Set002_V0.1_008042.mp3,Hãy lựa cho mình một màu nail ưng ý nhất để chăm sóc nail xinh của bạn nào.,5.472
FPTOpenSpeechData_Set002_V0.1_001328.mp3,"Thế nhưng , bóng lại đi chệch cột dọc trong gang tấc .",5.424
FPTOpenSpeechData_Set002_V0.1_002241.mp3,"Hai bên còn thỏa thuận , phải cố gắng tiết kiệm nhất khi có thể .",3.696
FPTOpenSpeechData_Set002_V0.1_008892.mp3,"Hoan kể lể hoàn cảnh , nếu không có tiền thì sẽ không được yên .",3.984
FPTOpenSpeechData_Set002_V0.1_009468.mp3,"Màn hình khóa cũng được làm mới , nhằm mang đến sự tiện lợi cho khách hàng .",5.064
FPTOpenSpeechData_Set002_V0.1_009351.mp3,"Chỉ đến khi hơn trăm tuổi , chuyện ấy mới bị loại bỏ hoàn toàn .",3.936
FPTOpenSpeechData_Set002_V0.1_007742.mp3,"Tôi bảo , tất nhiên , bạn bè mà , phải thế thôi .",3.72
FPTOpenSpeechData_Set002_V0.1_010752.mp3,"Thế mà chẳng ăn thua , em chồng Ngân vẫn tùy tiện kiểu thế .",5.376
FPTOpenSpeechData_Set002_V0.1_008185.mp3,"Thằng tài xe Mer thắt seat bell, chứ ko thì cũng no đòn.",4.656
FPTOpenSpeechData_Set001_V0.1_006703.mp3,người hiện đại không chỉ có dòng máu châu phi,4.70498
FPTOpenSpeechData_Set002_V0.1_010243.mp3,"Dù tật nguyền , không thể đi lại được , nhưng Phúc rất thích đi học .",4.08
FPTOpenSpeechData_Set002_V0.1_011378.mp3,"Phải nhìn hậu quả của cắt giảm , ông Kiêm đề nghị .",5.064
FPTOpenSpeechData_Set001_V0.1_013474.mp3,bất động sản bị thổi giá nên giờ chết là phải,3.76898
FPTOpenSpeechData_Set002_V0.1_002640.mp3,"Nhiều em còn rất nhỏ , số khác lớn hơn thì chưa biết chữ .",4.848
FPTOpenSpeechData_Set002_V0.1_009555.mp3,"Giá xăng tăng nhanh , giảm chậm , chỉ người tiêu dùng chịu thiệt .",4.584
FPTOpenSpeechData_Set002_V0.1_001230.mp3,tôi có thể nói chuyện với ông dược sĩ được không,3.984
FPTOpenSpeechData_Set002_V0.1_011764.mp3,"Chiều đấy tôi thấy cái đầu rất nặng nề , hiệu quả công việc kém đi .",5.304
FPTOpenSpeechData_Set001_V0.1_012197.mp3,bánh anh đào nướng cho món tráng miệng và cà phê,4.27298
FPTOpenSpeechData_Set001_V0.1_008273.mp3,nếu luật quy định khác qua góp ý bản thảo phát hiện cái gì chưa khớp thì điều chỉnh,4.44098
FPTOpenSpeechData_Set002_V0.1_010714.mp3,"Không trúng tuyển ngành đăng ký , có được chuyển xuống ngành thấp điểm hơn ?",5.304
FPTOpenSpeechData_Set002_V0.1_000658.mp3,"Rồi việc phúc khảo chương trình , vở diễn , tôi thấy có khi không cần thiết .",5.208
FPTOpenSpeechData_Set002_V0.1_001330.mp3,"Rồi còn đủ thứ hàng hiệu , quần áo , giày dép , kính , mũ .",4.824
FPTOpenSpeechData_Set002_V0.1_006285.mp3,"giúp lưu thông khí huyết , thanh nhiệt , tăng sức bền thành mạch , co búi trĩ , phòng chống táo bón",4.824
FPTOpenSpeechData_Set002_V0.1_005426.mp3,"Nhưng Cầm Vân là người phụ nữ đẹp , tài năng và có không ít người yêu thương .",5.376
FPTOpenSpeechData_Set001_V0.1_003067.mp3,khi nhìn thấy điểm số lịch sử thấp lè tè của học sinh,3.72098
FPTOpenSpeechData_Set002_V0.1_002131.mp3,Classmate chỉ dành cho trẻ em các nước phát triển.,4.56
FPTOpenSpeechData_Set002_V0.1_003836.mp3,"Bạn ghét sự không hòa hợp và đổ vỡ , nhưng vẫn thích cãi cọ một chút cho vui .",4.704
FPTOpenSpeechData_Set002_V0.1_010022.mp3,"Dụng kể đến đó thì ngừng lại , đôi mắt mở to , vô hồn .",4.968
FPTOpenSpeechData_Set002_V0.1_003440.mp3,"Còn về nước ngầm , chúng tôi khẳng định là không ảnh hưởng .",4.776
FPTOpenSpeechData_Set002_V0.1_004512.mp3,Syria cam kết tuân thủ nghị quyết Liên Hợp Quốc,6.336
FPTOpenSpeechData_Set002_V0.1_001098.mp3,"Khách hàng chủ yếu đến tìm hiểu dự án , lượng người đặt mua rất ít .",6.144
FPTOpenSpeechData_Set001_V0.1_005174.mp3,lên thủ đô nhập học hầu hết tân sinh viên ngoại tỉnh nào cũng có người thân đi cùng,4.63298
